home_team,away_team,week,season,yahoo_spread
ATL,PIT,1,2024,-3.0
BUF,ARI,1,2024,-6.5
CHI,TEN,1,2024,-4.0
CIN,NE,1,2024,-8.0
CLE,DAL,1,2024,-2.5
DET,LA,1,2024,-3.5
IND,HOU,1,2024,3.0
KC,BAL,1,2024,-3.0
LAC,LV,1,2024,-3.0
MIA,JAX,1,2024,-3.5
NO,CAR,1,2024,-4.0
NYG,MIN,1,2024,1.5
PHI,GB,1,2024,-2.5
SEA,DEN,1,2024,-6.0
SF,NYJ,1,2024,-4.0
TB,WAS,1,2024,-3.0
